country,feature,wave,tier,coverage,n_rows,detail
Ethiopia,livestock,2018-19,sane,declared,6866,all checks pass
Ethiopia,livestock,2021-22,sane,declared,4907,all checks pass
Ethiopia,nutrition,2011-12,absent,absent,,source not declared for wave
Ethiopia,nutrition,2013-14,absent,absent,,source not declared for wave
Ethiopia,nutrition,2015-16,absent,absent,,source not declared for wave
Ethiopia,nutrition,2018-19,absent,absent,,source not declared for wave
Ethiopia,nutrition,2021-22,absent,absent,,source not declared for wave
Ethiopia,panel_ids,,sane,declared,4954,4954 entries
Ethiopia,people_last7days,2011-12,sane,declared,18864,warn: index_levels_match_scheme
Ethiopia,people_last7days,2013-14,sane,declared,23785,warn: index_levels_match_scheme
Ethiopia,people_last7days,2015-16,sane,declared,23393,warn: index_levels_match_scheme
Ethiopia,people_last7days,2018-19,sane,declared,29503,warn: index_levels_match_scheme
Ethiopia,people_last7days,2021-22,sane,declared,22688,warn: index_levels_match_scheme
Ethiopia,plot_features,2011-12,builds,declared,32025,"fail: no_all_null_columns; warn: index_levels_match_scheme,no_constant_columns"
Ethiopia,plot_features,2013-14,sane,declared,33147,"warn: index_levels_match_scheme,no_constant_columns"
Ethiopia,plot_features,2015-16,sane,declared,33305,"warn: index_levels_match_scheme,no_constant_columns"
Ethiopia,plot_features,2018-19,sane,declared,19339,"warn: index_levels_match_scheme,no_constant_columns"
Ethiopia,plot_features,2021-22,sane,declared,14878,"warn: index_levels_match_scheme,no_constant_columns"
Ethiopia,plot_inputs,2011-12,sane,declared,45149,"warn: index_levels_match_scheme,no_constant_columns"
Ethiopia,plot_inputs,2013-14,sane,declared,47416,"warn: index_levels_match_scheme,no_constant_columns"
Ethiopia,plot_inputs,2015-16,sane,declared,47426,"warn: index_levels_match_scheme,no_constant_columns"
Ethiopia,plot_inputs,2018-19,sane,declared,23271,"warn: index_levels_match_scheme,no_constant_columns"
Ethiopia,plot_inputs,2021-22,sane,declared,17638,"warn: index_levels_match_scheme,no_constant_columns"
Ethiopia,plot_labor,2011-12,sane,declared,62672,warn: index_levels_match_scheme
Ethiopia,plot_labor,2013-14,sane,declared,68494,warn: index_levels_match_scheme
Ethiopia,plot_labor,2015-16,sane,declared,70312,warn: index_levels_match_scheme
Ethiopia,plot_labor,2018-19,sane,declared,39984,warn: index_levels_match_scheme
Ethiopia,plot_labor,2021-22,sane,declared,31463,warn: index_levels_match_scheme
Ethiopia,sample,2011-12,sane,declared,3969,all checks pass
Ethiopia,sample,2013-14,sane,declared,5262,all checks pass
Ethiopia,sample,2015-16,sane,declared,4954,all checks pass
Ethiopia,sample,2018-19,sane,declared,6770,all checks pass
Ethiopia,sample,2021-22,sane,declared,4959,all checks pass
Ethiopia,shocks,2011-12,sane,declared,3552,all checks pass
Ethiopia,shocks,2013-14,sane,declared,3127,all checks pass
Ethiopia,shocks,2015-16,sane,declared,5540,all checks pass
Ethiopia,shocks,2018-19,sane,declared,3736,all checks pass
Ethiopia,shocks,2021-22,sane,declared,5823,all checks pass
Ethiopia,updated_ids,,sane,declared,2,2 entries
EthiopiaRHS,anthropometry,1989,absent,absent,,source not declared for wave
EthiopiaRHS,anthropometry,1994a,sane,declared,8621,warn: index_levels_match_scheme
EthiopiaRHS,anthropometry,1994b,sane,declared,9057,warn: index_levels_match_scheme
EthiopiaRHS,anthropometry,1995,sane,declared,9346,warn: index_levels_match_scheme
EthiopiaRHS,anthropometry,1997,sane,declared,9409,warn: index_levels_match_scheme
EthiopiaRHS,anthropometry,1999,absent,absent,,source not declared for wave
EthiopiaRHS,anthropometry,2004,absent,absent,,source not declared for wave
EthiopiaRHS,anthropometry,2009,absent,absent,,source not declared for wave
EthiopiaRHS,assets,1989,sane,declared,488,all checks pass
EthiopiaRHS,assets,1994a,absent,absent,,source not declared for wave
EthiopiaRHS,assets,1994b,absent,absent,,source not declared for wave
EthiopiaRHS,assets,1995,absent,absent,,source not declared for wave
EthiopiaRHS,assets,1997,absent,absent,,source not declared for wave
EthiopiaRHS,assets,1999,absent,absent,,source not declared for wave
EthiopiaRHS,assets,2004,absent,absent,,source not declared for wave
EthiopiaRHS,assets,2009,absent,absent,,source not declared for wave
EthiopiaRHS,cluster_features,1989,absent,absent,,source not declared for wave
EthiopiaRHS,cluster_features,1994a,sane,declared,18,"warn: has_household_index,no_constant_columns"
EthiopiaRHS,cluster_features,1994b,sane,declared,18,"warn: has_household_index,no_constant_columns"
EthiopiaRHS,cluster_features,1995,sane,declared,18,"warn: has_household_index,no_constant_columns"
EthiopiaRHS,cluster_features,1997,sane,declared,18,"warn: has_household_index,no_constant_columns"
EthiopiaRHS,cluster_features,1999,sane,declared,18,"warn: has_household_index,no_constant_columns"
EthiopiaRHS,cluster_features,2004,sane,declared,18,"warn: has_household_index,no_constant_columns"
EthiopiaRHS,cluster_features,2009,sane,declared,18,"warn: has_household_index,no_constant_columns"
EthiopiaRHS,community_prices,1989,absent,absent,,source not declared for wave
EthiopiaRHS,community_prices,1994a,absent,absent,,source not declared for wave
EthiopiaRHS,community_prices,1994b,absent,absent,,source not declared for wave
EthiopiaRHS,community_prices,1995,absent,absent,,source not declared for wave
EthiopiaRHS,community_prices,1997,absent,absent,,source not declared for wave
EthiopiaRHS,community_prices,1999,absent,absent,,source not declared for wave
EthiopiaRHS,community_prices,2004,absent,absent,,source not declared for wave
EthiopiaRHS,community_prices,2009,absent,absent,,source not declared for wave
EthiopiaRHS,consumption,1989,absent,absent,,source not declared for wave
EthiopiaRHS,consumption,1994a,absent,absent,,source not declared for wave
EthiopiaRHS,consumption,1994b,absent,absent,,source not declared for wave
EthiopiaRHS,consumption,1995,absent,absent,,source not declared for wave
EthiopiaRHS,consumption,1997,absent,absent,,source not declared for wave
EthiopiaRHS,consumption,1999,absent,absent,,source not declared for wave
EthiopiaRHS,consumption,2004,sane,declared,1368,warn: index_levels_match_scheme
EthiopiaRHS,consumption,2009,sane,declared,1357,warn: index_levels_match_scheme
EthiopiaRHS,crop_production,1989,absent,absent,,source not declared for wave
EthiopiaRHS,crop_production,1994a,sane,declared,3404,warn: index_levels_match_scheme
EthiopiaRHS,crop_production,1994b,builds,declared,1967,"fail: no_all_null_columns; warn: index_levels_match_scheme,no_constant_columns"
EthiopiaRHS,crop_production,1995,sane,declared,3350,warn: index_levels_match_scheme
EthiopiaRHS,crop_production,1997,sane,declared,3021,warn: index_levels_match_scheme
EthiopiaRHS,crop_production,1999,absent,absent,,source not declared for wave
EthiopiaRHS,crop_production,2004,sane,declared,2998,warn: index_levels_match_scheme
EthiopiaRHS,crop_production,2009,sane,declared,2783,"warn: index_levels_match_scheme,no_null_index_levels"
EthiopiaRHS,food_acquired,1989,sane,declared,2068,"warn: index_levels_match_scheme,no_null_index_levels"
EthiopiaRHS,food_acquired,1994a,sane,declared,12971,warn: index_levels_match_scheme
EthiopiaRHS,food_acquired,1994b,sane,declared,13333,warn: index_levels_match_scheme
EthiopiaRHS,food_acquired,1995,sane,declared,11956,warn: index_levels_match_scheme
EthiopiaRHS,food_acquired,1997,sane,declared,14365,warn: index_levels_match_scheme
EthiopiaRHS,food_acquired,1999,absent,absent,,source not declared for wave
EthiopiaRHS,food_acquired,2004,absent,absent,,source not declared for wave
EthiopiaRHS,food_acquired,2009,absent,absent,,source not declared for wave
EthiopiaRHS,food_expenditures,1989,sane,declared,2014,warn: no_null_index_levels
EthiopiaRHS,food_expenditures,1994a,sane,declared,9258,all checks pass
EthiopiaRHS,food_expenditures,1994b,sane,declared,8582,all checks pass
EthiopiaRHS,food_expenditures,1995,sane,declared,8270,all checks pass
EthiopiaRHS,food_expenditures,1997,sane,declared,9537,all checks pass
EthiopiaRHS,food_expenditures,1999,absent,absent,,source not declared for wave
EthiopiaRHS,food_expenditures,2004,absent,absent,,source not declared for wave
EthiopiaRHS,food_expenditures,2009,absent,absent,,source not declared for wave
EthiopiaRHS,food_prices,1989,dropped,declared,,declared for wave but absent from built t-index
EthiopiaRHS,food_prices,1994a,sane,declared,9353,all checks pass
EthiopiaRHS,food_prices,1994b,sane,declared,8591,all checks pass
EthiopiaRHS,food_prices,1995,sane,declared,8283,all checks pass
EthiopiaRHS,food_prices,1997,sane,declared,9552,all checks pass
EthiopiaRHS,food_prices,1999,absent,absent,,source not declared for wave
EthiopiaRHS,food_prices,2004,absent,absent,,source not declared for wave
EthiopiaRHS,food_prices,2009,absent,absent,,source not declared for wave
EthiopiaRHS,food_quantities,1989,sane,declared,2060,warn: no_null_index_levels
EthiopiaRHS,food_quantities,1994a,sane,declared,12842,all checks pass
EthiopiaRHS,food_quantities,1994b,sane,declared,13279,all checks pass
EthiopiaRHS,food_quantities,1995,sane,declared,11921,all checks pass
EthiopiaRHS,food_quantities,1997,sane,declared,14327,all checks pass
EthiopiaRHS,food_quantities,1999,absent,absent,,source not declared for wave
EthiopiaRHS,food_quantities,2004,absent,absent,,source not declared for wave
EthiopiaRHS,food_quantities,2009,absent,absent,,source not declared for wave
EthiopiaRHS,hhsize,1989,absent,absent,,source not declared for wave
EthiopiaRHS,hhsize,1994a,absent,absent,,source not declared for wave
EthiopiaRHS,hhsize,1994b,absent,absent,,source not declared for wave
EthiopiaRHS,hhsize,1995,absent,absent,,source not declared for wave
EthiopiaRHS,hhsize,1997,absent,absent,,source not declared for wave
EthiopiaRHS,hhsize,1999,absent,absent,,source not declared for wave
EthiopiaRHS,hhsize,2004,absent,absent,,source not declared for wave
EthiopiaRHS,hhsize,2009,sane,declared,1358,warn: index_levels_match_scheme
EthiopiaRHS,household_characteristics,1989,sane,declared,338,all checks pass
EthiopiaRHS,household_characteristics,1994a,sane,declared,1477,all checks pass
EthiopiaRHS,household_characteristics,1994b,sane,declared,1476,all checks pass
EthiopiaRHS,household_characteristics,1995,sane,declared,1477,all checks pass
EthiopiaRHS,household_characteristics,1997,sane,declared,1475,all checks pass
EthiopiaRHS,household_characteristics,1999,sane,declared,1475,all checks pass
EthiopiaRHS,household_characteristics,2004,absent,absent,,source not declared for wave
EthiopiaRHS,household_characteristics,2009,absent,absent,,source not declared for wave
EthiopiaRHS,household_roster,1989,sane,declared,2302,warn: index_levels_match_scheme
EthiopiaRHS,household_roster,1994a,sane,declared,8863,warn: index_levels_match_scheme
EthiopiaRHS,household_roster,1994b,sane,declared,9317,warn: index_levels_match_scheme
EthiopiaRHS,household_roster,1995,sane,declared,9516,warn: index_levels_match_scheme
EthiopiaRHS,household_roster,1997,sane,declared,10788,warn: index_levels_match_scheme
EthiopiaRHS,household_roster,1999,sane,declared,10788,warn: index_levels_match_scheme
EthiopiaRHS,household_roster,2004,absent,absent,,source not declared for wave
EthiopiaRHS,household_roster,2009,absent,absent,,source not declared for wave
EthiopiaRHS,income,1989,absent,absent,,source not declared for wave
EthiopiaRHS,income,1994a,absent,absent,,source not declared for wave
EthiopiaRHS,income,1994b,absent,absent,,source not declared for wave
EthiopiaRHS,income,1995,absent,absent,,source not declared for wave
EthiopiaRHS,income,1997,absent,absent,,source not declared for wave
EthiopiaRHS,income,1999,sane,declared,252,all checks pass
EthiopiaRHS,income,2004,absent,absent,,source not declared for wave
EthiopiaRHS,income,2009,absent,absent,,source not declared for wave
EthiopiaRHS,livestock,1989,absent,absent,,source not declared for wave
EthiopiaRHS,livestock,1994a,absent,absent,,source not declared for wave
EthiopiaRHS,livestock,1994b,absent,absent,,source not declared for wave
EthiopiaRHS,livestock,1995,absent,absent,,source not declared for wave
EthiopiaRHS,livestock,1997,absent,absent,,source not declared for wave
EthiopiaRHS,livestock,1999,sane,declared,541,all checks pass
EthiopiaRHS,livestock,2004,sane,declared,1355,all checks pass
EthiopiaRHS,livestock,2009,sane,declared,1577,all checks pass
EthiopiaRHS,panel_ids,,sane,declared,4708,4708 entries
EthiopiaRHS,plot_features,1989,absent,absent,,source not declared for wave
EthiopiaRHS,plot_features,1994a,sane,declared,5299,warn: index_levels_match_scheme
EthiopiaRHS,plot_features,1994b,absent,absent,,source not declared for wave
EthiopiaRHS,plot_features,1995,absent,absent,,source not declared for wave
EthiopiaRHS,plot_features,1997,absent,absent,,source not declared for wave
EthiopiaRHS,plot_features,1999,absent,absent,,source not declared for wave
EthiopiaRHS,plot_features,2004,absent,absent,,source not declared for wave
EthiopiaRHS,plot_features,2009,absent,absent,,source not declared for wave
EthiopiaRHS,sample,1989,sane,declared,338,warn: no_constant_columns
EthiopiaRHS,sample,1994a,sane,declared,1480,warn: no_constant_columns
EthiopiaRHS,sample,1994b,sane,declared,1480,warn: no_constant_columns
EthiopiaRHS,sample,1995,sane,declared,1480,warn: no_constant_columns
EthiopiaRHS,sample,1997,sane,declared,1475,warn: no_constant_columns
EthiopiaRHS,sample,1999,sane,declared,1475,warn: no_constant_columns
EthiopiaRHS,sample,2004,sane,declared,1368,warn: no_constant_columns
EthiopiaRHS,sample,2009,sane,declared,1357,warn: no_constant_columns
EthiopiaRHS,updated_ids,,absent,absent,,empty / no entries
GhanaLSS,cluster_features,1987-88,dropped,declared,,declared for wave but absent from built t-index
GhanaLSS,cluster_features,1988-89,dropped,declared,,declared for wave but absent from built t-index
GhanaLSS,cluster_features,1991-92,builds,declared,365,"fail: no_all_null_columns; warn: has_household_index,no_constant_columns"
GhanaLSS,cluster_features,1998-99,dropped,declared,,declared for wave but absent from built t-index
GhanaLSS,cluster_features,2005-06,builds,declared,580,"fail: no_all_null_columns; warn: has_household_index,no_constant_columns"
GhanaLSS,cluster_features,2012-13,sane,declared,1200,warn: has_household_index
GhanaLSS,cluster_features,2016-17,builds,declared,1000,"fail: no_all_null_columns; warn: has_household_index,no_constant_columns"
GhanaLSS,food_acquired,1987-88,builds,declared,71605,"fail: no_all_null_columns; warn: index_levels_match_scheme,no_constant_columns"
GhanaLSS,food_acquired,1988-89,builds,declared,72614,"fail: no_all_null_columns; warn: index_levels_match_scheme,no_constant_columns"
GhanaLSS,food_acquired,1991-92,sane,declared,623600,warn: index_levels_match_scheme
GhanaLSS,food_acquired,1998-99,sane,declared,542105,warn: index_levels_match_scheme
GhanaLSS,food_acquired,2005-06,sane,declared,1115420,warn: index_levels_match_scheme
GhanaLSS,food_acquired,2012-13,sane,declared,1709094,warn: index_levels_match_scheme
GhanaLSS,food_acquired,2016-17,sane,declared,1124871,warn: index_levels_match_scheme
GhanaLSS,food_expenditures,1987-88,sane,declared,71605,all checks pass
GhanaLSS,food_expenditures,1988-89,sane,declared,72614,all checks pass
GhanaLSS,food_expenditures,1991-92,sane,declared,95672,all checks pass
GhanaLSS,food_expenditures,1998-99,sane,declared,134627,all checks pass
GhanaLSS,food_expenditures,2005-06,sane,declared,230823,all checks pass
GhanaLSS,food_expenditures,2012-13,sane,declared,461602,all checks pass
GhanaLSS,food_expenditures,2016-17,sane,declared,373678,all checks pass
GhanaLSS,food_prices,1987-88,sane,declared,71605,all checks pass
GhanaLSS,food_prices,1988-89,sane,declared,72614,all checks pass
GhanaLSS,food_prices,1991-92,sane,declared,95672,all checks pass
GhanaLSS,food_prices,1998-99,sane,declared,134627,all checks pass
GhanaLSS,food_prices,2005-06,sane,declared,230823,all checks pass
GhanaLSS,food_prices,2012-13,sane,declared,461602,all checks pass
GhanaLSS,food_prices,2016-17,sane,declared,438773,all checks pass
GhanaLSS,food_quantities,1987-88,sane,declared,71605,all checks pass
GhanaLSS,food_quantities,1988-89,sane,declared,72614,all checks pass
GhanaLSS,food_quantities,1991-92,sane,declared,114141,all checks pass
GhanaLSS,food_quantities,1998-99,sane,declared,161176,all checks pass
GhanaLSS,food_quantities,2005-06,sane,declared,259227,all checks pass
GhanaLSS,food_quantities,2012-13,sane,declared,511720,all checks pass
GhanaLSS,food_quantities,2016-17,sane,declared,420529,all checks pass
GhanaLSS,food_security,1987-88,absent,absent,,source not declared for wave
GhanaLSS,food_security,1988-89,absent,absent,,source not declared for wave
GhanaLSS,food_security,1991-92,absent,absent,,source not declared for wave
GhanaLSS,food_security,1998-99,absent,absent,,source not declared for wave
GhanaLSS,food_security,2005-06,absent,absent,,source not declared for wave
GhanaLSS,food_security,2012-13,absent,absent,,source not declared for wave
GhanaLSS,food_security,2016-17,sane,declared,13892,warn: index_levels_match_scheme
GhanaLSS,household_characteristics,1987-88,sane,declared,3136,all checks pass
GhanaLSS,household_characteristics,1988-89,sane,declared,3190,all checks pass
GhanaLSS,household_characteristics,1991-92,sane,declared,4543,all checks pass
GhanaLSS,household_characteristics,1998-99,sane,declared,5996,all checks pass
GhanaLSS,household_characteristics,2005-06,sane,declared,8687,all checks pass
GhanaLSS,household_characteristics,2012-13,sane,declared,16769,all checks pass
GhanaLSS,household_characteristics,2016-17,sane,declared,13990,all checks pass
GhanaLSS,household_roster,1987-88,builds,declared,15492,"fail: no_all_null_columns; warn: index_levels_match_scheme,no_constant_columns"
GhanaLSS,household_roster,1988-89,builds,declared,14914,"fail: no_all_null_columns; warn: index_levels_match_scheme,no_constant_columns"
GhanaLSS,household_roster,1991-92,sane,declared,20403,warn: index_levels_match_scheme
GhanaLSS,household_roster,1998-99,builds,declared,26411,"fail: no_all_null_columns; warn: index_levels_match_scheme,no_constant_columns"
GhanaLSS,household_roster,2005-06,sane,declared,37128,"warn: index_levels_match_scheme,no_constant_columns"
GhanaLSS,household_roster,2012-13,sane,declared,72372,"warn: index_levels_match_scheme,no_constant_columns"
GhanaLSS,household_roster,2016-17,sane,declared,59864,"warn: index_levels_match_scheme,no_constant_columns"
GhanaLSS,housing,1987-88,absent,absent,,source not declared for wave
GhanaLSS,housing,1988-89,absent,absent,,source not declared for wave
GhanaLSS,housing,1991-92,sane,declared,4528,warn: index_levels_match_scheme
GhanaLSS,housing,1998-99,sane,declared,5998,warn: index_levels_match_scheme
GhanaLSS,housing,2005-06,sane,declared,8687,warn: index_levels_match_scheme
GhanaLSS,housing,2012-13,sane,declared,16772,warn: index_levels_match_scheme
GhanaLSS,housing,2016-17,sane,declared,14009,warn: index_levels_match_scheme
GhanaLSS,individual_education,1987-88,sane,declared,7543,warn: index_levels_match_scheme
GhanaLSS,individual_education,1988-89,sane,declared,8939,warn: index_levels_match_scheme
GhanaLSS,individual_education,1991-92,sane,declared,10778,warn: index_levels_match_scheme
GhanaLSS,individual_education,1998-99,sane,declared,16582,warn: index_levels_match_scheme
GhanaLSS,individual_education,2005-06,sane,declared,23380,warn: index_levels_match_scheme
GhanaLSS,individual_education,2012-13,sane,declared,50559,warn: index_levels_match_scheme
GhanaLSS,individual_education,2016-17,sane,declared,42140,warn: index_levels_match_scheme
GhanaLSS,interview_date,1987-88,sane,declared,3147,warn: index_levels_match_scheme
GhanaLSS,interview_date,1988-89,sane,declared,3192,warn: index_levels_match_scheme
GhanaLSS,interview_date,1991-92,sane,declared,4549,warn: index_levels_match_scheme
GhanaLSS,interview_date,1998-99,sane,declared,5998,warn: index_levels_match_scheme
GhanaLSS,interview_date,2005-06,sane,declared,8687,warn: index_levels_match_scheme
GhanaLSS,interview_date,2012-13,sane,declared,16757,warn: index_levels_match_scheme
GhanaLSS,interview_date,2016-17,sane,declared,14008,warn: index_levels_match_scheme
GhanaLSS,panel_ids,,sane,declared,714,714 entries
GhanaLSS,plot_features,1987-88,absent,absent,,source not declared for wave
GhanaLSS,plot_features,1988-89,absent,absent,,source not declared for wave
GhanaLSS,plot_features,1991-92,builds,declared,5213,"fail: no_all_null_columns; warn: index_levels_match_scheme,no_constant_columns"
GhanaLSS,plot_features,1998-99,builds,declared,10569,"fail: no_all_null_columns; warn: index_levels_match_scheme,no_constant_columns"
GhanaLSS,plot_features,2005-06,absent,absent,,source not declared for wave
GhanaLSS,plot_features,2012-13,sane,declared,21360,warn: index_levels_match_scheme
GhanaLSS,plot_features,2016-17,sane,declared,11207,warn: index_levels_match_scheme
GhanaLSS,sample,1987-88,builds,declared,3147,fail: no_all_null_columns; warn: no_constant_columns
GhanaLSS,sample,1988-89,builds,declared,3192,fail: no_all_null_columns; warn: no_constant_columns
GhanaLSS,sample,1991-92,builds,declared,4523,fail: no_all_null_columns; warn: no_constant_columns
GhanaLSS,sample,1998-99,builds,declared,5998,fail: no_all_null_columns; warn: no_constant_columns
GhanaLSS,sample,2005-06,builds,declared,8687,fail: no_all_null_columns; warn: no_constant_columns
GhanaLSS,sample,2012-13,sane,declared,16772,all checks pass
GhanaLSS,sample,2016-17,sane,declared,14009,all checks pass
GhanaLSS,updated_ids,,sane,declared,7,7 entries
Guatemala,assets,2000,sane,declared,37995,all checks pass
Guatemala,cluster_features,2000,sane,declared,8,"warn: has_household_index,reasonable_size"
Guatemala,household_characteristics,2000,sane,declared,7276,all checks pass
Guatemala,household_roster,2000,sane,declared,37771,warn: index_levels_match_scheme
Guatemala,individual_education,2000,sane,declared,20678,warn: index_levels_match_scheme
Guatemala,sample,2000,sane,declared,7276,all checks pass
Guatemala,shocks,2000,sane,declared,11752,warn: no_constant_columns
Guinea-Bissau,assets,2018-19,sane,declared,30125,all checks pass
Guinea-Bissau,cluster_features,2018-19,sane,declared,450,warn: has_household_index
Guinea-Bissau,crop_production,2018-19,sane,declared,10579,"warn: index_levels_match_scheme,no_constant_columns"
Guinea-Bissau,food_acquired,2018-19,sane,declared,127219,all checks pass
Guinea-Bissau,food_expenditures,2018-19,sane,declared,90795,all checks pass
Guinea-Bissau,food_prices,2018-19,sane,declared,89773,all checks pass
Guinea-Bissau,food_quantities,2018-19,sane,declared,126197,all checks pass
Guinea-Bissau,food_security,2018-19,sane,declared,5350,warn: index_levels_match_scheme
Guinea-Bissau,household_characteristics,2018-19,sane,declared,5348,all checks pass
Guinea-Bissau,household_roster,2018-19,sane,declared,42839,warn: index_levels_match_scheme
Guinea-Bissau,housing,2018-19,sane,declared,5351,warn: index_levels_match_scheme
Guinea-Bissau,individual_education,2018-19,sane,declared,42839,warn: index_levels_match_scheme
Guinea-Bissau,interview_date,2018-19,sane,declared,16053,warn: index_levels_match_scheme
Guinea-Bissau,livestock,2018-19,sane,declared,7989,all checks pass
Guinea-Bissau,people_last7days,2018-19,sane,declared,42569,"warn: index_levels_match_scheme,no_constant_columns"
Guinea-Bissau,plot_features,2018-19,sane,declared,9873,"warn: index_levels_match_scheme,no_constant_columns"
Guinea-Bissau,plot_inputs,2018-19,sane,declared,5534,warn: index_levels_match_scheme
Guinea-Bissau,plot_labor,2018-19,sane,declared,15516,warn: index_levels_match_scheme
Guinea-Bissau,sample,2018-19,sane,declared,5351,all checks pass
Guinea-Bissau,shocks,2018-19,sane,declared,9487,warn: no_constant_columns
Guinea-Bissau,subjective_well_being,2018-19,sane,declared,5334,warn: index_levels_match_scheme
Guyana,assets,1992,absent,absent,,source not declared for wave
Guyana,cluster_features,1992,sane,declared,130,warn: has_household_index
Guyana,household_characteristics,1992,sane,declared,1495,all checks pass
Guyana,household_roster,1992,sane,declared,6939,warn: index_levels_match_scheme
Guyana,housing,1992,sane,declared,1508,warn: index_levels_match_scheme
Guyana,individual_education,1992,sane,declared,4137,warn: index_levels_match_scheme
Guyana,interview_date,1992,sane,declared,1502,warn: index_levels_match_scheme
Guyana,sample,1992,sane,declared,1502,all checks pass
India,assets,1997-98,sane,declared,4371,all checks pass
India,cluster_features,1997-98,sane,declared,120,warn: has_household_index
India,employment,1997-98,sane,declared,2593,warn: index_levels_match_scheme
India,household_characteristics,1997-98,sane,declared,2252,all checks pass
India,household_roster,1997-98,sane,declared,14493,warn: index_levels_match_scheme
India,housing,1997-98,sane,declared,2251,warn: index_levels_match_scheme
India,individual_education,1997-98,sane,declared,14493,warn: index_levels_match_scheme
India,interview_date,1997-98,sane,declared,2249,warn: index_levels_match_scheme
India,months_food_inadequate,1997-98,sane,declared,2251,warn: index_levels_match_scheme
India,sample,1997-98,sane,declared,2251,all checks pass
Iraq,assets,2006-07,builds,declared,212047,fail: no_all_null_columns; warn: no_constant_columns
Iraq,assets,2012,sane,declared,576680,all checks pass
Iraq,cluster_features,2006-07,sane,declared,2961,warn: has_household_index
Iraq,cluster_features,2012,sane,declared,2828,warn: has_household_index
Iraq,household_characteristics,2006-07,sane,declared,2146,all checks pass
Iraq,household_characteristics,2012,sane,declared,25145,all checks pass
Iraq,household_roster,2006-07,sane,declared,127189,warn: index_levels_match_scheme
Iraq,household_roster,2012,sane,declared,176042,"warn: index_levels_match_scheme,no_constant_columns"
Iraq,housing,2006-07,sane,declared,17822,warn: index_levels_match_scheme
Iraq,housing,2012,sane,declared,25146,warn: index_levels_match_scheme
Iraq,individual_education,2006-07,sane,declared,52441,warn: index_levels_match_scheme
Iraq,individual_education,2012,sane,declared,68606,warn: index_levels_match_scheme
Iraq,interview_date,2006-07,sane,declared,17822,warn: index_levels_match_scheme
Iraq,interview_date,2012,sane,declared,25146,warn: index_levels_match_scheme
Iraq,life_satisfaction,2006-07,absent,absent,,source not declared for wave
Iraq,life_satisfaction,2012,sane,declared,268336,warn: index_levels_match_scheme
Iraq,sample,2006-07,sane,declared,17822,all checks pass
Iraq,sample,2012,sane,declared,25146,all checks pass
Iraq,shocks,2006-07,absent,absent,,source not declared for wave
Iraq,shocks,2012,sane,declared,8812,all checks pass
Kazakhstan,assets,1996,sane,declared,11016,all checks pass
Kazakhstan,cluster_features,1996,sane,declared,135,warn: has_household_index
Kazakhstan,household_characteristics,1996,sane,declared,1992,all checks pass
Kazakhstan,household_roster,1996,sane,declared,7220,warn: index_levels_match_scheme
Kazakhstan,housing,1996,sane,declared,1996,warn: index_levels_match_scheme
Kazakhstan,individual_education,1996,sane,declared,3190,warn: index_levels_match_scheme
Kazakhstan,sample,1996,sane,declared,1996,all checks pass
Kazakhstan,subjective_well_being,1996,sane,declared,1983,warn: index_levels_match_scheme
Kosovo,assets,2000,sane,declared,23544,all checks pass
Kosovo,cluster_features,2000,sane,declared,360,warn: has_household_index
Kosovo,household_characteristics,2000,sane,declared,2880,all checks pass
Kosovo,household_roster,2000,sane,declared,17917,warn: index_levels_match_scheme
Kosovo,housing,2000,sane,declared,2865,warn: index_levels_match_scheme
Kosovo,individual_education,2000,sane,declared,14233,warn: index_levels_match_scheme
Kosovo,interview_date,2000,sane,declared,2880,warn: index_levels_match_scheme
Kosovo,plot_features,2000,sane,declared,6469,"warn: index_levels_match_scheme,no_constant_columns"
Kosovo,sample,2000,sane,declared,2880,all checks pass
Liberia,assets,2018-19,sane,declared,16357,all checks pass
Liberia,cluster_features,2018-19,sane,declared,32,warn: has_household_index
Liberia,household_characteristics,2018-19,sane,declared,2878,all checks pass
Liberia,household_roster,2018-19,sane,declared,12263,warn: index_levels_match_scheme
Liberia,individual_education,2018-19,sane,declared,2904,warn: index_levels_match_scheme
Liberia,interview_date,2018-19,sane,declared,2787,warn: index_levels_match_scheme
Liberia,months_food_inadequate,2018-19,sane,declared,2974,warn: index_levels_match_scheme
Liberia,plot_features,2018-19,sane,declared,2064,warn: index_levels_match_scheme
Liberia,sample,2018-19,sane,declared,2986,all checks pass
Liberia,shocks,2018-19,sane,declared,1358,all checks pass
Malawi,anthropometry,2004-05,absent,absent,,source not declared for wave
Malawi,anthropometry,2010-11,sane,declared,7788,warn: index_levels_match_scheme
Malawi,anthropometry,2013-14,sane,declared,2534,warn: index_levels_match_scheme
Malawi,anthropometry,2016-17,sane,declared,8712,warn: index_levels_match_scheme
Malawi,anthropometry,2019-20,sane,declared,12004,warn: index_levels_match_scheme
Malawi,assets,2004-05,builds,declared,214285,fail: no_all_null_columns; warn: no_constant_columns
Malawi,assets,2010-11,sane,declared,43473,all checks pass
Malawi,assets,2013-14,builds,declared,17622,fail: no_all_null_columns; warn: no_constant_columns
Malawi,assets,2016-17,sane,declared,42447,all checks pass
Malawi,assets,2019-20,sane,declared,38470,all checks pass
Malawi,cluster_features,2004-05,builds,declared,110,"fail: no_all_null_columns; warn: has_household_index,no_constant_columns"
Malawi,cluster_features,2010-11,sane,declared,768,warn: has_household_index
